id,name,nature,culture,entertainment,food,activity,tags,latitude,longitude,image_url,district
162,旗山天后宮,0.3,1,0.2,0.4,0.2,"廟宇,文化",22.88656374,120.4822922,https://www.i-mazu.org/wp-content/uploads/2021/06/1-1-scaled.jpg,旗山區
163,打狗英國領事館,0.8,1,0.4,0.5,0.4,"古蹟,風景,下午茶",22.61886715,120.2668667,https://khh.travel/image/37656/1920x1080,鼓山區
164,高雄鳳邑開漳聖王廟,0.2,1,0.2,0.2,0.2,廟宇,22.62810217,120.3520195,https://khh.travel/image/54228/1024x768,鳳山區
165,雙慈殿,0.2,1,0.2,0.2,0.2,廟宇,22.6252413,120.3578014,https://havefunday.com/wp-content/uploads/2024/06/%E9%B3%B3%E5%B1%B1%E9%9B%99%E6%85%88%E6%AE%BF%E7%94%B1%E4%BE%86-01-%E6%8E%88%E6%AC%8A%E8%80%85IG%EF%BC%9Akevin.19991023.webp,鳳山區
166,佛光山佛陀紀念館,0.5,1,0.6,0.5,0.4,"廟宇,文化,觀光",22.75494894,120.4473859,https://www.taiwan.net.tw/att/1/big_scenic_spots/pic_A12-00224_10.jpg,大樹區
167,順賢宮,0.4,1,0.2,0.2,0.3,"廟宇,風景",22.91245581,120.4704302,https://www.taiwanmazu.org/upload_files/member/tian7.jpg,內門區
168,曹公廟,0.3,1,0.2,0.1,0.2,"廟宇,古蹟",22.6278344,120.3564389,https://khh.travel/image/20031/1920x1080,鳳山區
169,茂林紫蝶幽谷,1,0.4,0.3,0.1,0.6,"風景,生態,蝴蝶",22.88765721,120.6631485,https://www.maolin-nsa.gov.tw/_api/Image/56278/?r=1725607746382,茂林區
170,茂林谷,1,0.2,0.3,0.1,0.7,"風景,玩水,瀑布",22.89138787,120.6735924,https://khh.travel/image/20281/1920x1080,茂林區
171,茂林國家風景區,1,0.5,0.4,0.2,0.8,"風景,戶外運動,原住民",22.88812,120.62001,https://www.maolin-nsa.gov.tw/_api/Image/56290/?r=1725612203034,六龜區
172,香蕉碼頭,0.6,0.7,0.6,0.8,0.4,"美食,風景,海邊",22.61852,120.27834,https://data.boch.gov.tw/upload/media/2021-02-02/f4174df9-af47-466b-85de-2014e75f9e65/A7_09602-1-1-20181019.jpg,鼓山區
173,美濃湖,0.9,0.4,0.3,0.2,0.5,"風景,環湖",22.90799697,120.5556509,https://khh.travel/image/19904/1024x768,美濃區
174,哈瑪星鐵道文化園區,0.8,0.8,0.7,0.4,0.5,"親子,風景,放風箏",22.6217097,120.2766391,https://pier2.org/upload/others/files/XQT2776.jpg,鼓山區
175,張媽媽桑椹休閒農場,0.7,0.2,0.6,0.6,0.4,"親子,體驗,採果",22.7471683,120.448125,https://khh.travel/image/601/1024x768,大樹區
176,觀音山風景區,0.9,0.4,0.3,0.4,0.8,"風景,登山",22.72964487,120.3717498,https://khh.travel/image/37378/1920x1080,大社區
177,龍目社區,0.7,0.6,0.4,0.5,0.4,"農村體驗,鳳梨",22.69094676,120.4032651,https://img.ltn.com.tw/Upload/news/600/2020/04/01/141.jpg,大樹區
178,阿公店水庫,1,0.3,0.4,0.2,0.7,"風景,自行車",22.80349932,120.3565145,https://photo.travelking.com.tw/scenery/648FFB57-92EF-4776-95B1-60EA5ED1DB4A_e.jpg,燕巢區
179,橋頭糖廠,0.7,0.9,0.7,0.8,0.5,"古蹟,親子,冰品",22.75568961,120.3142662,https://www.taisugar.com.tw/upload/RelPic/Attractions/10/637534681669040676.jpg,橋頭區
180,啟明堂,0.6,1,0.2,0.2,0.3,"廟宇,風景",22.68233261,120.292218,https://upload.wikimedia.org/wikipedia/commons/6/6e/%E5%B7%A6%E7%87%9F%E5%95%9F%E6%98%8E%E5%A0%82.jpg,左營區
181,大愛園區,0.5,0.6,0.3,0.2,0.3,"文化,社區",22.9669801,120.5435606,https://khh.travel/image/631/1024x768,杉林區
182,高雄市立歷史博物館,0.2,1,0.4,0.1,0.2,"藝文,古蹟,室內",22.62695028,120.2867987,https://data.boch.gov.tw/upload/representImageFile/2020-11-20/e1e112ca-1692-487b-91c2-d5c305a35dc2/%E5%8E%9F%E9%AB%98%E9%9B%84%E5%B8%82%E5%BD%B9%E6%89%80%EF%BC%88%E9%AB%98%E9%9B%84%E5%B8%82%E7%AB%8B%E6%AD%B7%E5%8F%B2%E5%8D%9A%E7%89%A9%E9%A4%A8%EF%BC%89.jpg,鹽埕區
183,天主教真福山社福園區,0.7,0.9,0.2,0.1,0.3,"宗教,風景",23.00489295,120.5626563,https://khh.travel/image/640/1024x768,杉林區
184,劉家百年古厝,0.3,0.9,0.1,0.1,0.2,古蹟,22.89344585,120.2181209,https://lh3.googleusercontent.com/proxy/CYloj8kqGB3wnCCCR9r4p1MOvq6rwNr2PPlxUrAdyxFFJhf1HFhTT0eeGl70p5k4uzJOv-HK8UPd,湖內區
185,黃蝶翠谷,1,0.3,0.2,0.1,0.7,"風景,生態,蝴蝶",22.93362035,120.5955427,https://khh.travel/image/1366/1024x768,美濃區
186,紅毛港文化園區,0.6,0.9,0.6,0.5,0.4,"古蹟,看船,旋轉餐廳",22.5506851,120.3179334,https://khh.travel/image/20638/1024x768,小港區
187,新威森林公園,1,0.3,0.3,0.1,0.5,"風景,桃花心木",22.89068091,120.6223301,https://www.maolin-nsa.gov.tw/_api/content/images/attractions/55689/1024x768_attractions-image-m0zent6090qcg1vz6vyphg.jpg,六龜區
188,高雄都會公園,0.9,0.2,0.3,0.1,0.6,"風景,運動,親子",22.73282318,120.3110237,https://cdntwrunning.biji.co/600_1a6aee43166a433dcb9e6b2b28d0ac62.jpg,楠梓區
189,義大世界,0.3,0.4,1,0.8,0.8,"樂園,購物,親子",22.72951027,120.4062557,https://www.edathemepark.com.tw/Content/images/index-B.jpg,大樹區
190,高屏溪斜張橋,0.7,0.3,0.3,0.5,0.3,"風景,夜景,咖啡",22.76382186,120.454403,https://upload.wikimedia.org/wikipedia/commons/e/ea/Xiezhanggqiao_Gaoxiong.jpg,大樹區
191,嗡嗡大峽谷,1,0.2,0.1,0.1,0.8,"風景,瀑布",23.20919636,120.6779745,https://khh.travel/image/21521/1024x768,那瑪夏區
192,華山殿,0.3,1,0.1,0.1,0.2,"廟宇,古蹟",22.86336703,120.2289948,https://khh.travel/content/images/Attractions/43385/480x360_attractions-image-7_rwzswhckyge_nkbtsqdw.jpg,路竹區
193,旗山車站,0.3,0.9,0.5,0.3,0.3,"古蹟,藝文,火車",22.88458633,120.4819756,https://khh.travel/image/20077/1920x1080,旗山區
194,旗津貝殼館,0.6,0.8,0.5,0.2,0.3,"藝文,海邊,室內",22.6011399,120.2742485,https://khh.travel/image/20416/1920x1080,旗津區
195,旗津風車公園,0.9,0.3,0.4,0.3,0.5,"風景,海邊,放風箏",22.58831215,120.2843378,https://khh.travel/image/20070/1920x1080,旗津區
196,鳥松濕地,1,0.3,0.2,0.1,0.5,"風景,生態",22.65269686,120.3499154,https://api.taiwantravelmap.com/Google/image/PlaceImage/12783/202510180220510.jpg,鳥松區
197,十鼓橋糖文創園區,0.5,0.9,0.8,0.5,0.6,"文創,娛樂,表演",22.75877136,120.3127827,"https://res.klook.com/images/fl_lossy.progressive,q_65/c_fill,w_1295,h_728/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/doi0wi6gfjfooklvrbku/%E9%AB%98%E9%9B%84%E5%8D%81%E9%BC%93%E6%A9%8B%E7%B3%96%E6%96%87%E5%89%B5%E5%9C%92%E5%8D%80%E9%96%80%E7%A5%A8.jpg",橋頭區
198,大坪頂熱帶植物園,0.9,0.3,0.2,0.1,0.5,"風景,植物",22.5561632,120.3898759,https://khh.travel/image/131/1024x768,小港區
199,鳳山溪綠園道,0.8,0.2,0.3,0.1,0.6,"風景,自行車",22.61713,120.35957,https://khh.travel/image/1547/1024x768,鳳山區
200,澄瀾砲台,0.4,0.9,0.1,0.1,0.3,古蹟,22.62392571,120.3547226,https://khh.travel/Image/20016/?r=1590127746621,鳳山區
201,駁二藝術特區,0.5,0.9,0.9,0.6,0.5,"文創,藝文,打卡點",22.61998402,120.281526,https://upload.wikimedia.org/wikipedia/commons/4/40/LiveWarehouse_Kaohsiung.jpg,鹽埕區
202,澄清湖棒球場,0.6,0.3,0.8,0.4,0.5,"體育,看球",22.65460475,120.3590404,https://takao.kcg.gov.tw/public/article/a0/815/atl_m_815_20230913150258_767.jpg,鳥松區
203,蓮池潭風景區,0.9,0.8,0.5,0.4,0.6,"風景,廟宇,滑水",22.67869647,120.2969152,https://www.taiwan.net.tw/att/1/big_scenic_spots/pic_2149_18.jpg,左營區
204,衛武營都會公園,0.9,0.5,0.4,0.2,0.6,"風景,親子,運動",22.62045106,120.3403013,https://khh.travel/image/33942/1024x768,鳳山區
205,玫瑰聖母聖殿主教座堂,0.2,1,0.2,0.1,0.2,"廟宇,古蹟",22.62033906,120.2916702,https://live.staticflickr.com/65535/50062507632_d272aa867d_b.jpg,苓雅區
206,大崗山超峰寺,0.8,1,0.2,0.3,0.4,"廟宇,風景,夜景",22.85472905,120.3424139,https://khh.travel/image/43049/1920x1080,阿蓮區
207,諦願寺,0.7,1,0.2,0.1,0.3,"廟宇,藝術",23.01013621,120.6380488,https://www.maolin-nsa.gov.tw/_api/Image/56723/?r=1727257704728,六龜區
208,鴨母王朱一貴文化園區,0.4,0.9,0.3,0.1,0.3,"文化,歷史",22.93945735,120.4533737,https://khh.travel/image/684/1024x768,內門區
209,茂林三大名山,1,0.2,0.1,0.1,0.9,"風景,登山",22.91176,120.68753,https://khh.travel/image/21453/480x360,茂林區
210,永齡杉林有機農業園區,0.8,0.3,0.5,0.6,0.4,"農場,有機",22.97763177,120.550615,https://khh.travel/image/735/1024x768,杉林區
211,三鳳宮,0.2,1,0.2,0.2,0.2,"廟宇,文化",22.63598215,120.294026,https://www.sunfong.org.tw/upload_files/web/uploadfile/2022082315/original/220823153649720834.jpg,三民區
212,城邑左營慈濟宮,0.2,1,0.2,0.3,0.2,"廟宇,龍虎塔",22.68080197,120.2915264,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/2017-10-30_Zuoying_Ciji_Temple.jpg/1200px-2017-10-30_Zuoying_Ciji_Temple.jpg,左營區
213,愛河,0.9,0.5,0.6,0.5,0.5,"風景,遊船,夜景",22.62483,120.28904,https://kcginfo.kcg.gov.tw/Upload/epublication/2020/sk/k202002/6-1-4.jpg,前金區
214,西臨港線自行車道,0.8,0.3,0.4,0.1,0.8,"自行車,風景",22.61903,120.27674,https://takao-aws.hmgcdn.com/public/article/a0/2138/atl_2138_20240523042422_460.jpg,鼓山區
215,鳳山溪前鎮河自行車路線,0.8,0.2,0.3,0.1,0.8,"自行車,風景",22.59366,120.3172,https://khh.travel/image/770/1920x1080,前鎮區
216,茄萣漁村風情自行車路線,0.9,0.4,0.3,0.6,0.8,"自行車,海邊,美食",22.87773,120.21172,https://khh.travel/image/34240/480x360,茄萣區
217,國立科學工藝博物館,0.2,0.8,0.8,0.3,0.4,"親子,室內,科學",22.64149185,120.3225532,https://www.taiwan.net.tw/att/1/big_scenic_spots/pic_103_1.png,三民區
218,南海紫竹寺,0.4,1,0.2,0.1,0.3,"廟宇,宋江陣",22.94176289,120.4613626,https://khh.travel/content/images/Attractions/37247/640x480_attractions-image-lw1ozhbzsumvispd741hxw.jpg,內門區
219,鳳山城隍廟,0.2,1,0.2,0.3,0.2,"廟宇,古蹟",22.62719766,120.359178,https://khh.travel/content/images/Attractions/18534/480x360_attractions-image-gwlrnkhfvkmko9ivoo6rca.jpg,鳳山區
220,旗津海水浴場,1,0.2,0.6,0.5,0.7,"海邊,玩水,衝浪",22.61018468,120.2669143,https://khh.travel/image/37539/1920x1080,旗津區
221,旗後礮臺,0.8,0.9,0.3,0.1,0.5,"古蹟,風景",22.61302884,120.264106,https://khh.travel/image/43409/1920x1080,旗津區
222,勞工公園,0.7,0.3,0.4,0.5,0.4,"風景,花市,夜市",22.60725757,120.3093144,https://photo.travelking.com.tw/scenery/5E910613-240F-4214-9FCF-28329C51F364_e.jpg,前鎮區
223,FLOMO富樂夢橡皮擦觀光工廠,0.1,0.5,0.8,0.2,0.3,"觀光工廠,親子,DIY",22.90339907,120.2313136,https://www.flomogroup.com/wp-content/uploads/2023/09/FLOMO%E5%AF%8C%E6%A8%82%E5%A4%A2%E8%A7%80%E5%85%89%E5%B7%A5%E5%BB%A0%E5%A4%96%E8%A7%80-scaled-e1694420635962.jpg,湖內區
224,台灣螺絲博物館,0.1,0.7,0.4,0.1,0.2,"產業,室內",22.80161803,120.2869163,https://khh.travel/image/850/1024x768,岡山區
225,航空教育展示館,0.2,0.8,0.7,0.2,0.3,"飛機,親子,室內",22.79415307,120.2690731,https://upload.wikimedia.org/wikipedia/commons/c/c1/2025%E5%B9%B4%E5%B2%A1%E5%B1%B1%E8%88%AA%E7%A9%BA%E6%95%99%E8%82%B2%E5%B1%95%E7%A4%BA%E9%A4%A8%E5%9C%92%E5%8D%80%E7%85%A721.jpg,岡山區
226,中芸漁港,0.7,0.4,0.4,0.8,0.3,"海邊,美食,觀舟",22.48160969,120.3988492,https://khh.travel/image/1515/1024x768,林園區
227,林園歷史教室,0.3,0.9,0.2,0.1,0.2,"古蹟,警察局",22.50504259,120.3945209,https://khh.travel/image/47519/1920x1080,林園區
228,二仁溪親水公園,0.9,0.2,0.2,0.1,0.5,"風景,生態",22.88903096,120.3300019,https://khh.travel/image/867/1024x768,阿蓮區
229,高雄市勞工博物館,0.1,0.9,0.3,0.1,0.2,"藝文,室內,文化",22.62717449,120.2898678,https://khh.travel/image/50438/1920x1080,前金區
230,高雄市二二八和平公園,0.7,0.8,0.2,0.1,0.3,"風景,紀念",22.62562066,120.2874696,https://khh.travel/image/1291/1024x768,鹽埕區
231,立德棒球場,0.5,0.4,0.6,0.4,0.5,"體育,看球",22.62938524,120.2889096,https://takao.kcg.gov.tw/public/article/a0/1720/atl_1720_20240523042214_204.jpg,前金區
232,城市光廊,0.6,0.5,0.5,0.6,0.3,"打卡點,咖啡,夜景",22.62303759,120.3000015,https://www.taiwan.net.tw/att/1/big_scenic_spots/pic_9277_1.jpg,前金區
233,林園海洋濕地公園,1,0.3,0.3,0.1,0.5,"風景,水母,生態",22.49143381,120.3864264,https://khh.travel/image/1601/1920x1080,林園區
234,MLD台鋁,0.2,0.7,0.9,0.9,0.3,"購物,美食,影城,書店",22.60383534,120.30288,https://cc.tvbs.com.tw/img/program/upload/2021/04/08/20210408130447-7824c0fb.jpg,前鎮區
235,旗津彩虹教堂,0.8,0.4,0.5,0.1,0.3,"打卡點,海邊",22.60232806,120.2734303,https://photo.settour.com.tw/900x600/https://www.settour.com.tw/ss_img/info/location/KHH/H0/KHH0000167/KHH0000167_89209.jpg,旗津區
236,馬玉山紅頂穀創,0.1,0.6,0.8,0.7,0.3,"觀光工廠,文創,DIY",22.67208909,120.3175013,https://img7.365shop.com.tw/store21/upload/2022Feb/jpg/20220220160626948_2.jpg,左營區
237,六龜大佛,0.8,1,0.3,0.1,0.4,"廟宇,風景,打卡點",23.0553704,120.6771214,https://takao.kcg.gov.tw/public/article/a0/995/atl_995_20230815134211_314.jpg,六龜區
238,美濃文創中心,0.3,0.9,0.6,0.4,0.3,"古蹟,文創,咖啡",22.89978,120.54223,https://khh.travel/image/21759/1920x1080,美濃區
239,SKM Park,0.2,0.4,1,0.9,0.6,"購物,樂園,美食",22.58259052,120.3293306,https://www.skmpark.com/WebFiles/20220831/20220831_5e96c22f4b4247b989dfdb860a400d27.jpg,前鎮區
240,八卦休閒公園,0.8,0.2,0.3,0.1,0.5,"風景,親子",22.69048547,120.3383614,https://www.tdri.org.tw/uploads/editor_image/image/5201/image_edb050.jpeg,仁武區
241,浦來溪頭社戰道,0.9,0.8,0.2,0.1,0.7,"古道,風景,登山",23.10642431,120.7014867,https://www.maolin-nsa.gov.tw/_api/content/images/attractions/57962/1024x768_attractions-image-sufm6cq0mueifchjwx5c0w.jpg,六龜區
242,老樹廣場,0.7,0.5,0.2,0.1,0.3,"風景,放鬆",23.1073523,120.6985337,https://khh.travel/image/8455/640x480,六龜區
243,高雄輕軌,0.5,0.4,0.6,0.3,0.3,"鐵道,風景,城市",22.58277672,120.3309112,https://takao.kcg.gov.tw/public/article/a0/1135/atl_1135_20231226134704_892.jpg,前鎮區
244,前鎮輪渡站,0.6,0.3,0.4,0.1,0.3,"鐵道,看船",22.58688506,120.3058263,https://orgws.kcg.gov.tw/Download.ashx?u=LzAwMS9LY2dPcmdVcGxvYWRGaWxlcy8zMTYvY2tmaWxlLzJiODBjMDU5LTM1ODItNDU4NC1iNGUyLTllOTVhNWVjMzUwNEAxMDI0eDc2OC5qcGc%3D&n=bWVzc2FnZUltYWdlXzE1NTI5NjI2NTA3MDMuanBn&Icon=.jpg,前鎮區
245,高鐵左營站,0.1,0.3,0.7,0.7,0.2,"鐵道,購物,美食",22.68734048,120.3073453,https://www.vrwalker.net/public/sceneryfiles/127/696.jpg,左營區
246,甲仙貓巷彩繪村,0.4,0.6,0.5,0.4,0.3,"打卡點,彩繪",23.08303525,120.5891435,https://khh.travel/image/50391/1920x1080,甲仙區
247,頂崁Q版神明彩繪村,0.4,0.7,0.4,0.2,0.3,"打卡點,彩繪,廟宇",23.06829921,120.5770168,https://khh.travel/image/50396/1920x1080,甲仙區
248,甲仙天壇,0.6,1,0.2,0.1,0.3,"廟宇,風景",23.05142302,120.5647088,https://religitrav.kcg.gov.tw/upload/religion_exh/58c2e217e44b.jpg,甲仙區
249,斗笠歷史,0.3,0.8,0.3,0.1,0.2,"文化,手工藝",22.76655839,120.2432316,https://takao.kcg.gov.tw/public/article/a0/490/atl_490_20231012135944_587.jpg,彌陀區
250,赤崁劉家古厝,0.3,0.9,0.1,0.1,0.2,古蹟,22.73741295,120.2466757,https://khh.travel/image/8461/640x480,梓官區
251,鹽田社區彩繪,0.4,0.6,0.4,0.1,0.3,"打卡點,彩繪",22.83403653,120.2096494,https://img3.okgo.tw/news/201606270909034311.jpg,永安區
252,永安蘇班長安心漁場,0.5,0.4,0.6,0.7,0.4,"體驗,美食,親子",22.83044577,120.2122951,https://img.rezio.io/size/786a668f-09b0-413d-814b-9648d0d19d27/fb167697-c101-439f-8c44-2072e9e014c0.png,永安區
253,茄萣膠筏協會,0.8,0.5,0.6,0.4,0.5,"遊船,生態,體驗",22.91520123,120.1821111,https://khh.travel/image/8464/1920x1080,茄萣區
254,金鑾宮,0.3,1,0.2,0.2,0.2,廟宇,22.89514001,120.183572,https://media.nownews.com/nn_media/thumbnail/2018/05/bdace0fd-1525685504-6891ce3292edd9bf3921bbc6e6da90c4-696x464.jpg,茄萣區
255,茄萣濕地,1,0.3,0.2,0.1,0.4,"生態,賞鳥",22.88337496,120.1976373,https://khh.travel/image/55653/1024x768,茄萣區
256,舊城傳統美食,0.2,0.8,0.3,1,0.2,"美食,小吃",22.68234119,120.2906851,https://img.inmap.tw/2024/08/20240805193619_0_cbb6e0.jpg,左營區
257,清水宮,0.6,1,0.2,0.1,0.3,"廟宇,風景",22.68413769,120.2996009,https://onemorestep11.adan.tw/wp-content/uploads/2019/10/DSC_1115.jpg,左營區
258,雙層巴士,0.6,0.5,0.7,0.1,0.3,"觀光,城市",22.68743954,120.3073966,https://kaohsiungsightseeing.com.tw/images/news/2.jpg,左營區
259,八五大樓,0.4,0.3,0.6,0.4,0.2,"地標,景觀",22.61169875,120.3001305,https://live.staticflickr.com/65535/5019564275_cf15d39d25_b.jpg,苓雅區
260,真愛碼頭,0.8,0.4,0.6,0.2,0.4,"風景,流行音樂中心",22.61850559,120.2897204,https://khh.travel/image/20010/1920x1080,前金區
261,明德新村,0.4,0.9,0.4,0.1,0.3,"眷村,古蹟",22.69407658,120.2867309,https://lov.vac.gov.tw/upload/upload/village/image/6c84c3cb-c7fc-4aaf-8d48-a1bd281ef774_1920_1080.jpg,左營區
262,旗山生活文化園區,0.3,0.9,0.5,0.2,0.3,"古蹟,藝文,親子",22.88994793,120.4807523,https://khh.travel/image/47511/1920x1080,旗山區
263,翠華路自行車天橋,0.6,0.2,0.3,0.1,0.6,"自行車,風景",22.67959489,120.2987702,https://khh.travel/image/8495/640x480,左營區
264,愛河自行車道,0.9,0.3,0.4,0.3,0.7,"自行車,風景",22.67875497,120.2970104,https://takao.kcg.gov.tw/public/article/a0/2025/atl_2025_20240523042346_373.jpg,前金區
265,翠屏里許厝,0.3,0.9,0.1,0.1,0.2,古蹟,22.72862117,120.3485124,https://khh.travel/image/17952/1024x768,大社區
266,白色戀人貨櫃屋,0.6,0.3,0.6,0.8,0.3,"打卡點,餐飲,河邊",22.62538299,120.2896382,https://khh.travel/image/37413/1920x1080,前金區
267,高雄流行音樂中心,0.7,0.8,0.8,0.4,0.4,"地標,藝文,夜景",22.61804998,120.2888979,https://khh.travel/image/34272/1920x1080,鹽埕區
268,黃埔新村,0.4,0.9,0.5,0.3,0.3,"眷村,文創,民宿",22.61788912,120.36409,https://khh.travel/image/37584/1920x1080,鳳山區
269,舊振南漢餅文化館,0.2,0.8,0.7,0.9,0.3,"觀光工廠,美食,糕點",22.62230431,120.3894012,https://khh.travel/image/1672/1024x768,大寮區
270,果貿社區,0.3,0.7,0.4,0.8,0.3,"打卡點,建築,美食",22.6702365,120.2879588,https://khh.travel/image/37565/1024x768,左營區
271,台灣鳳梨工場,0.3,0.9,0.6,0.7,0.3,"古蹟,鳳梨,觀光工廠",22.65768881,120.4208291,https://khh.travel/image/33646/1920x1080,大樹區
272,林園紅樹林生態區,1,0.3,0.2,0.1,0.4,"生態,風景",22.48770838,120.4165124,https://khh.travel/image/37275/1920x1080,林園區
273,林園安樂樓,0.3,0.9,0.4,0.1,0.2,"古蹟,廢墟風,打卡點",22.505616,120.3951345,https://khh.travel/image/37270/1920x1080,林園區
274,中寮山,1,0.2,0.3,0.1,0.7,"風景,夜景,登山",22.83009271,120.432435,https://khh.travel/image/37554/1920x1080,田寮區
275,南寮海岸光廊,0.9,0.3,0.5,0.4,0.4,"海邊,打卡點,親子",22.76092203,120.234311,https://khh.travel/image/37299/1920x1080,彌陀區
276,逍遙園,0.4,1,0.4,0.1,0.3,"古蹟,日式",22.63178314,120.3097128,https://data.boch.gov.tw/upload/representImageFile/2020-11-27/de2ed1a9-4484-4aba-b37e-1f404f50a48e/DJI_0037-14.jpg,新興區
277,西子灣觀景台,1,0.4,0.4,0.1,0.3,"風景,夕陽",22.61769446,120.265914,https://khh.travel/image/37404/1920x1080,鼓山區
278,舊打狗驛故事館,0.4,0.9,0.6,0.1,0.3,"古蹟,鐵道,親子",22.62170736,120.2754996,https://data.boch.gov.tw/upload/media/2021-01-28/430d8c14-f057-47a0-a186-c2f6cb7e189f/A7_00632-3-2%20%E5%A3%93%E7%B8%AE.jpg,鼓山區
279,哈瑪星貿易商大樓,0.2,0.9,0.6,0.6,0.3,"古蹟,文創,餐飲",22.62212436,120.2747923,https://khh.travel/image/37400/1920x1080,鼓山區
280,舊三和銀行,0.3,0.9,0.6,0.8,0.3,"古蹟,咖啡",22.62220667,120.2746865,https://khh.travel/image/37505/1920x1080,鼓山區
281,哈瑪星台灣鐵道館,0.2,0.8,0.7,0.1,0.3,"親子,模型,鐵道",22.62082707,120.2784482,https://khh.travel/image/37393/1024x768,鼓山區
282,旗津老街,0.5,0.6,0.7,1,0.4,"美食,老街,海鮮",22.61335244,120.2686341,https://khh.travel/image/37550/1920x1080,旗津區
283,旗津黃金海韻－海珍珠,0.8,0.4,0.5,0.1,0.3,"打卡點,海邊",22.59940399,120.2757144,https://khh.travel/image/37532/1920x1080,旗津區
284,HOLO Park映像鹽埕,0.2,0.7,0.9,0.6,0.3,"娛樂,復古,電影",22.6151,120.28627,https://khh.travel/image/37526/1920x1080,鼓山區
285,綠園道彩繪,0.6,0.6,0.4,0.2,0.5,"打卡點,散步",22.67396,120.29357,https://khh.travel/image/37685/480x360,左營區
286,i-Ride KAOHSIUNG,0.1,0.5,1,0.2,0.2,"娛樂,飛行,室內",22.60479195,120.2990487,https://image.kkday.com/v2/image/get/c_fit%2Cq_55%2Ct_webp%2Cw_960/s1.kkday.com/product_29872/20221009085535_cgcr0/jpg,前鎮區
287,寶來花賞溫泉公園,0.9,0.4,0.7,0.4,0.5,"溫泉,賞花,露營",23.10741385,120.7034667,https://khh.travel/image/18338/1920x1080,六龜區
288,金獅湖蝴蝶園,0.9,0.4,0.5,0.1,0.4,"生態,親子,蝴蝶",22.66620144,120.3288563,https://takao.kcg.gov.tw/public/article/a0/3438/atl_3438_20240830111924_355.jpg,三民區
289,崗山之眼,0.9,0.3,0.6,0.3,0.5,"風景,天空步道",22.81194749,120.3343512,https://khh.travel/image/20191/1024x768,岡山區
290,棧貳庫,0.5,0.7,0.9,0.9,0.4,"文創,購物,美食,旋轉木馬",22.61864664,120.2777928,"https://static.wixstatic.com/media/60043f_3b9e867654404623847eeeea73f1d257~mv2.jpg/v1/fit/w_2500,h_1330,al_c/60043f_3b9e867654404623847eeeea73f1d257~mv2.jpg",鼓山區
291,志斌豆瓣醬故事館,0.2,0.7,0.6,0.8,0.2,"文化,美食,產業",22.80725673,120.3216748,https://khh.travel/image/1715/1024x768,岡山區
292,泮咖啡,0.7,0.3,0.5,0.9,0.2,"餐飲,湖景",22.68451053,120.2947038,https://khh.travel/image/42726/1920x1080,左營區
293,永浴愛河,0.6,0.3,0.5,0.7,0.2,"咖啡,河景",22.62425667,120.2900838,https://khh.travel/image/1729/1920x1080,前金區
294,城市光廊J Cafe,0.6,0.3,0.5,0.9,0.2,"咖啡,音樂",22.62332554,120.2991611,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/c9/bd/a5/jcafe.jpg?w=900&h=500&s=1,前金區
295,旗津沙灘吧,0.9,0.2,0.7,0.9,0.3,"海邊,酒吧,放鬆",22.61014145,120.2676332,https://khh.travel/image/37314/1920x1080,旗津區
296,東華皮影戲,0.2,0.9,0.4,0.1,0.2,"藝文,文化",22.73117692,120.3428129,https://www.merit-times.com.tw/news_pic/20220527/C20220526215016496.jpg,大社區
297,觀音里酒沽井,0.2,0.8,0.1,0.1,0.2,古蹟,22.72782,120.34886,https://khh.travel/image/1740/480x360,大社區
298,舉人石與舉人轎,0.2,0.8,0.1,0.1,0.2,古蹟,22.72745,120.35476,https://khh.travel/image/1741/1024x768,大社區
299,高雄路竹天后宮,0.2,1,0.2,0.2,0.2,廟宇,22.86639227,120.2547639,https://khh.travel/image/43390/1920x1080,路竹區
300,尋找公共藝術,0.4,0.8,0.3,0.1,0.4,"藝文,散步",22.83081,120.25604,https://www.bluedragonart.com.tw/wp-content/uploads/2014/12/%E7%A9%BA%E9%96%93%E8%A8%98%E6%86%B6-959x719.jpg,路竹區
301,新威景觀大橋,0.8,0.3,0.3,0.1,0.4,"風景,蝴蝶造型",22.89151483,120.6381104,https://orgws.kcg.gov.tw/Download.ashx?u=LzAwMS9LY2dPcmdVcGxvYWRGaWxlcy8zMjQvY2tmaWxlL2NmYmMxMzEyLTJmNDQtNDhhMC04MDlmLWQxMWRmNGY4YTYwNUAxMDI0eDc2OC5qcGc%3D&n=MS5qcGc%3D&Icon=.jpg,六龜區
302,桃源區原住民文化館,0.5,0.9,0.3,0.1,0.3,"文化,原住民",23.1592203,120.7662832,https://www.maolin-nsa.gov.tw/_api/content/images/attractions/2810/1024x768_11005703.jpg,桃源區
303,拉阿魯哇文化祭場,0.6,1,0.2,0.1,0.3,"文化,原住民,祭典",23.16671621,120.7675261,https://d1b8dyiuti31bx.cloudfront.net/NewsPhotos/20250303/217_085752031379.jpg,桃源區
304,藤枝櫻花原生茶園,1,0.3,0.2,0.7,0.5,"風景,櫻花,茶",23.06039875,120.7362271,https://img.ltn.com.tw/Upload/playing/page/2016/02/02/160202-4572-7-tECUD.jpg,桃源區
